,year,month,intent,police,sex,age,race,hispanic,place,education,0
77036,2014,10,Suicide,0,M,48,White,100,Home,BA+,
77037,2014,9,Suicide,0,M,34,White,100,Home,Less than HS,
77038,2014,10,Suicide,0,M,50,White,100,Home,HS/GED,
77039,2014,9,Suicide,0,M,39,Black,100,Other unspecified,BA+,
77040,2014,10,Homicide,0,M,32,Black,100,Street,Less than HS,
77041,2014,10,Accidental,0,M,94,White,100,Home,Less than HS,
77042,2014,9,Suicide,0,M,62,Black,100,Home,Some college,
77043,2014,10,Homicide,0,F,44,Black,100,Home,Some college,
77044,2014,10,Suicide,0,M,94,White,100,Home,Some college,
77045,2014,10,Homicide,0,M,19,Black,100,Other specified,Less than HS,
77046,2014,10,Suicide,0,M,38,White,100,School/instiution,Some college,
77047,2014,10,Homicide,0,M,37,Black,100,Street,Less than HS,
77048,2014,10,Suicide,0,M,56,White,100,Other unspecified,HS/GED,
77049,2014,10,Suicide,0,M,47,White,100,Home,Less than HS,
77050,2014,10,Homicide,0,M,24,Black,100,Other specified,HS/GED,
77051,2014,10,Suicide,0,M,22,Black,100,Home,Less than HS,
77052,2014,10,Suicide,0,M,63,White,100,Home,BA+,
77053,2014,10,Suicide,0,M,32,White,100,Other specified,HS/GED,
77054,2014,11,Suicide,0,M,60,White,100,Other unspecified,HS/GED,
77055,2014,10,Suicide,0,M,21,Black,100,Home,HS/GED,
77056,2014,11,Suicide,0,M,61,White,100,Other unspecified,HS/GED,
77057,2014,10,Suicide,0,M,88,White,100,Home,Less than HS,
77058,2014,10,Homicide,0,M,27,Black,100,Other specified,Less than HS,
77059,2014,10,Suicide,0,F,67,White,100,Home,HS/GED,
77060,2014,10,Suicide,0,M,43,White,100,Other specified,BA+,
77061,2014,8,Suicide,0,M,20,Black,100,Street,Less than HS,
77062,2014,10,Suicide,0,F,12,White,100,Street,Less than HS,
77063,2014,10,Accidental,0,M,32,Black,100,Home,HS/GED,
77064,2014,8,Homicide,0,M,25,Black,100,Other unspecified,Some college,
77065,2014,10,Suicide,0,F,38,Hispanic,275,Home,Some college,
77066,2014,10,Suicide,0,M,31,White,100,Home,NA,
77067,2014,10,Homicide,0,M,19,Hispanic,260,Home,Less than HS,
77068,2014,10,Homicide,0,F,42,Black,100,Other unspecified,HS/GED,
77069,2014,10,Suicide,0,M,51,Black,100,Home,HS/GED,
77070,2014,11,Suicide,0,M,73,White,100,Home,BA+,
77071,2014,10,Homicide,0,F,13,Hispanic,260,Home,Less than HS,
77072,2014,11,Suicide,0,M,18,White,100,Home,Some college,
77073,2014,10,Suicide,0,M,51,White,100,Other specified,BA+,
77074,2014,10,Suicide,0,M,53,White,100,Home,Some college,
77075,2014,10,Suicide,0,M,25,Hispanic,261,Other specified,HS/GED,
77076,2014,10,Suicide,0,M,27,Black,100,Other unspecified,BA+,
77077,2014,11,Suicide,0,M,51,White,100,Other unspecified,BA+,
77078,2014,10,Homicide,0,M,33,Black,100,Home,HS/GED,
77079,2014,11,Suicide,0,M,79,White,100,Other unspecified,Some college,
77080,2014,11,Suicide,0,M,44,White,100,Home,BA+,
77081,2014,10,Suicide,0,M,80,White,100,Home,HS/GED,
77082,2014,10,Suicide,0,M,76,White,100,Street,Less than HS,
77083,2014,11,Suicide,0,M,50,Black,100,Home,HS/GED,
77084,2014,11,Homicide,0,M,20,Black,100,Home,HS/GED,
77085,2014,8,Accidental,0,M,16,White,100,Other unspecified,Less than HS,
77086,2014,11,Suicide,0,F,60,White,100,Home,Less than HS,
77087,2014,10,Homicide,0,F,53,White,100,Home,Some college,
77088,2014,10,Homicide,0,M,22,Black,100,Other unspecified,HS/GED,
77089,2014,11,Suicide,0,M,38,White,100,Home,HS/GED,
77090,2014,11,Suicide,0,M,71,White,100,Home,HS/GED,
77091,2014,11,Suicide,0,F,52,White,100,Trade/service area,Some college,
77092,2014,11,Suicide,0,M,52,White,100,Home,Less than HS,
77093,2014,11,Homicide,0,M,21,Hispanic,210,Other specified,HS/GED,
77094,2014,10,Suicide,0,M,53,White,100,Home,Less than HS,
77095,2014,10,Homicide,0,M,21,Black,100,Home,Some college,
77096,2014,10,Homicide,0,F,43,Black,100,Home,Some college,
77097,2014,9,Homicide,0,M,27,Black,100,Home,Less than HS,
77098,2014,11,Suicide,0,F,52,White,100,Home,HS/GED,
77099,2014,10,Homicide,0,F,28,Black,100,Home,Less than HS,
77100,2014,10,Suicide,0,M,54,White,100,Home,Some college,
77101,2014,11,Suicide,0,M,26,White,100,Home,HS/GED,
77102,2014,11,Suicide,0,M,36,White,100,Home,HS/GED,
77103,2014,11,Homicide,0,M,21,White,100,Home,HS/GED,
77104,2014,9,Suicide,0,M,60,White,100,Home,HS/GED,
77105,2014,10,Suicide,0,M,28,White,100,Home,HS/GED,
77106,2014,11,Suicide,0,M,85,White,100,Home,Less than HS,
77107,2014,11,Suicide,0,F,55,White,100,Home,Some college,
77108,2014,11,Suicide,0,F,70,White,100,Home,BA+,
77109,2014,11,Suicide,0,M,57,White,100,Home,HS/GED,
77110,2014,11,Homicide,0,M,18,Black,100,Home,Less than HS,
77111,2014,11,Homicide,0,M,21,Black,100,Home,HS/GED,
77112,2014,10,Suicide,0,M,64,Black,100,Home,Less than HS,
77113,2014,11,Homicide,0,M,29,Black,100,Other specified,Some college,
77114,2014,11,Suicide,0,M,23,Asian/Pacific Islander,100,Street,Some college,
77115,2014,11,Suicide,0,M,24,White,100,Trade/service area,HS/GED,
77116,2014,11,Suicide,0,M,17,White,100,Other specified,Less than HS,
77117,2014,3,Suicide,0,M,49,Black,100,Home,HS/GED,
77118,2014,11,Suicide,0,M,48,White,100,Home,HS/GED,
77119,2014,7,Suicide,0,M,34,White,100,Home,Some college,
77120,2014,10,Homicide,0,M,27,White,100,Street,BA+,
77121,2014,11,Suicide,0,M,80,White,100,Street,BA+,
77122,2014,11,Suicide,0,M,40,White,100,Trade/service area,HS/GED,
77123,2014,10,Homicide,0,F,48,Black,100,Other unspecified,HS/GED,
77124,2014,9,Homicide,0,F,26,Black,100,Home,Some college,
77125,2014,11,Suicide,0,M,31,White,100,Home,Some college,
77126,2014,10,Suicide,0,M,23,White,100,Home,BA+,
77127,2014,11,Homicide,0,M,12,White,100,Other unspecified,Less than HS,
77128,2014,11,Homicide,0,M,22,Black,100,Other unspecified,Less than HS,
77129,2014,11,Suicide,0,F,44,White,100,Home,HS/GED,
77130,2014,11,Suicide,0,M,33,White,100,Home,HS/GED,
77131,2014,11,Homicide,0,M,17,Black,100,School/instiution,Less than HS,
77132,2014,11,Suicide,0,M,47,White,100,Home,HS/GED,
77133,2014,11,Suicide,0,M,33,White,100,Other unspecified,BA+,
77134,2014,11,Suicide,0,M,75,White,100,Home,BA+,
77135,2014,10,Suicide,0,M,42,Black,100,Home,HS/GED,
77136,2014,10,Homicide,0,M,21,Black,100,Other unspecified,Less than HS,
77137,2014,11,Homicide,0,M,37,White,100,Home,BA+,
77138,2014,11,Suicide,0,M,36,Black,100,Home,Some college,
77139,2014,9,Homicide,0,M,20,Black,100,Home,Less than HS,
77140,2014,11,Homicide,0,M,25,Black,100,Home,Some college,
77141,2014,11,Homicide,0,M,44,Black,100,Street,Some college,
77142,2014,11,Homicide,0,F,19,Black,100,Street,HS/GED,
77143,2014,10,Homicide,0,M,24,Black,100,Home,Less than HS,
77144,2014,11,Suicide,0,F,66,White,100,Home,BA+,
77145,2014,11,Homicide,0,M,22,Black,100,Other unspecified,Less than HS,
77146,2014,11,Suicide,0,M,36,White,100,Home,BA+,
77147,2014,11,Suicide,0,F,59,White,100,Home,HS/GED,
77148,2014,11,Homicide,0,M,19,Black,100,Home,Less than HS,
77149,2014,10,Homicide,0,M,46,Black,100,Home,HS/GED,
77150,2014,11,Homicide,0,F,24,Black,100,Other specified,HS/GED,
77151,2014,11,Homicide,0,M,33,Black,100,Home,Less than HS,
77152,2014,11,Suicide,0,M,78,White,100,Home,BA+,
77153,2014,11,Homicide,0,M,24,Black,100,Home,HS/GED,
77154,2014,11,Homicide,0,M,30,Black,100,Trade/service area,HS/GED,
77155,2014,10,Homicide,0,M,20,White,100,Home,Less than HS,
77156,2014,10,Homicide,0,M,26,White,100,Home,HS/GED,
77157,2014,10,Suicide,0,M,77,White,100,Other specified,Some college,
77158,2014,11,Suicide,0,M,43,White,100,Other unspecified,Some college,
77159,2014,10,Homicide,0,M,51,White,100,Other specified,HS/GED,
77160,2014,11,Homicide,0,M,21,Black,100,Other specified,Less than HS,
77161,2014,12,Suicide,0,M,41,White,100,Other unspecified,Some college,
77162,2014,9,Homicide,0,M,53,Black,100,Home,Some college,
77163,2014,11,Homicide,0,M,28,White,100,Trade/service area,HS/GED,
77164,2014,10,Homicide,0,M,40,Black,100,Home,HS/GED,
77165,2014,10,Suicide,0,F,37,White,100,Home,HS/GED,
77166,2014,12,Suicide,0,M,32,White,100,Home,HS/GED,
77167,2014,11,Suicide,0,M,59,White,100,Home,Some college,
77168,2014,9,Homicide,0,M,24,Black,100,Other specified,Less than HS,
77169,2014,11,Homicide,0,M,32,Black,100,Other specified,HS/GED,
77170,2014,11,Suicide,0,M,53,White,100,Home,HS/GED,
77171,2014,11,Suicide,0,M,80,White,100,Home,Less than HS,
77172,2014,11,Homicide,0,F,24,Black,100,Home,HS/GED,
77173,2014,11,Homicide,0,M,32,White,100,Street,HS/GED,
77174,2014,11,Suicide,0,F,51,White,100,Home,HS/GED,
77175,2014,11,Suicide,0,F,43,White,100,Other unspecified,HS/GED,
77176,2014,12,Suicide,0,M,57,White,100,Home,HS/GED,
77177,2014,10,Homicide,0,F,36,Black,100,Home,Some college,
77178,2014,12,Suicide,0,F,30,White,100,Home,Some college,
77179,2014,11,Suicide,0,M,33,White,100,Home,Some college,
77180,2014,11,Suicide,0,M,54,White,100,Home,HS/GED,
77181,2014,12,Suicide,0,M,24,White,100,Home,Some college,
77182,2014,11,Homicide,0,M,29,Black,100,Home,HS/GED,
77183,2014,11,Homicide,0,M,26,Black,100,Home,HS/GED,
77184,2014,11,Homicide,0,M,21,Black,100,Street,Less than HS,
77185,2014,10,Suicide,0,M,46,White,100,Home,BA+,
77186,2014,11,Suicide,0,M,26,White,100,Home,HS/GED,
77187,2014,12,Suicide,0,M,28,White,100,Other specified,HS/GED,
77188,2014,12,Suicide,0,M,56,White,100,Home,BA+,
77189,2014,11,Suicide,0,F,64,White,100,Street,BA+,
77190,2014,12,Homicide,0,F,73,White,100,Home,BA+,
77191,2014,12,Suicide,0,M,82,White,100,Home,HS/GED,
77192,2014,11,Suicide,0,M,53,White,100,Home,BA+,
77193,2014,12,Suicide,0,F,56,White,100,Home,Some college,
77194,2014,11,Homicide,0,M,18,Black,100,Other specified,Less than HS,
77195,2014,12,Suicide,0,M,40,White,100,Trade/service area,HS/GED,
77196,2014,11,Suicide,0,F,39,White,100,Home,HS/GED,
77197,2014,2,Accidental,0,M,23,White,100,Home,HS/GED,
77198,2014,12,Suicide,0,M,40,White,100,Home,HS/GED,
77199,2014,9,Homicide,0,M,20,Black,100,Street,HS/GED,
77200,2014,12,Homicide,0,M,32,Black,100,Home,BA+,
77201,2014,12,Suicide,0,M,80,White,100,Home,Some college,
77202,2014,11,Homicide,0,M,51,Black,100,Home,HS/GED,
77203,2014,10,Suicide,0,M,65,White,100,Home,Less than HS,
77204,2014,12,Suicide,0,M,74,White,100,Home,BA+,
77205,2014,11,Homicide,0,M,21,Black,100,Street,HS/GED,
77206,2014,12,Homicide,0,F,44,White,100,Other specified,Some college,
77207,2014,12,Suicide,0,M,78,White,100,Other specified,BA+,
77208,2014,12,Homicide,0,M,18,Black,100,Other unspecified,Less than HS,
77209,2014,12,Suicide,0,M,52,White,100,Home,HS/GED,
77210,2014,12,Suicide,0,M,19,White,100,Home,Less than HS,
77211,2014,12,Suicide,0,F,43,White,100,Home,HS/GED,
77212,2014,11,Suicide,0,M,35,White,100,Other unspecified,BA+,
77213,2014,12,Suicide,0,F,20,White,100,Home,HS/GED,
77214,2014,12,Homicide,0,M,18,Black,100,Home,Less than HS,
77215,2014,12,Homicide,0,F,22,White,100,Home,HS/GED,
77216,2014,11,Homicide,0,M,43,Black,100,Home,Less than HS,
77217,2014,12,Suicide,0,M,41,Black,100,Other specified,BA+,
77218,2014,11,Homicide,0,M,68,Black,100,Other unspecified,Less than HS,
77219,2014,11,Homicide,0,M,23,Black,100,Street,Less than HS,
77220,2014,11,Homicide,0,F,30,Black,100,Home,BA+,
77221,2014,11,Homicide,0,M,28,Black,100,Home,HS/GED,
77222,2014,12,Suicide,0,M,39,White,100,Trade/service area,Less than HS,
77223,2014,12,Suicide,0,M,71,White,100,Home,Some college,
77224,2014,11,Suicide,0,M,69,White,100,Home,HS/GED,
77225,2014,10,Suicide,0,M,30,White,100,Other unspecified,Less than HS,
77226,2014,11,Suicide,0,F,51,White,100,Home,Some college,
77227,2014,12,Homicide,0,M,28,White,100,Home,HS/GED,
77228,2014,12,Suicide,0,M,44,White,100,Other unspecified,HS/GED,
77229,2014,12,Suicide,0,F,55,Black,100,Home,BA+,
77230,2014,12,Suicide,0,M,87,White,100,Home,BA+,
77231,2014,12,Homicide,0,F,25,White,100,Home,Some college,
77232,2014,12,Homicide,0,M,25,Black,100,Street,Less than HS,
77233,2014,12,Homicide,0,F,36,White,100,Home,HS/GED,
77234,2014,11,Homicide,0,M,25,Black,100,Home,HS/GED,
77235,2014,12,Suicide,0,M,23,Black,100,Home,Some college,
77236,2014,12,Suicide,0,M,22,White,100,Other specified,Some college,
77237,2014,12,Suicide,0,M,52,White,100,Home,HS/GED,
77238,2014,12,Homicide,0,M,37,Black,100,Home,Less than HS,
77239,2014,12,Suicide,0,M,58,White,100,Other unspecified,HS/GED,
77240,2014,12,Homicide,0,M,17,Black,100,Home,Less than HS,
77241,2014,12,Suicide,0,M,51,White,100,Home,HS/GED,
77242,2014,12,Suicide,0,M,62,White,100,Home,HS/GED,
77243,2014,11,Homicide,0,M,70,White,100,Home,HS/GED,
77244,2014,12,Suicide,0,M,55,White,100,Home,HS/GED,
77245,2014,12,Suicide,0,M,82,White,100,Home,BA+,
77246,2014,11,Homicide,0,M,29,Black,100,Other specified,HS/GED,
77247,2014,12,Homicide,0,F,26,White,100,Trade/service area,HS/GED,
77248,2014,12,Suicide,0,F,41,White,100,Home,Less than HS,
77249,2014,12,Suicide,0,M,97,White,100,Home,Less than HS,
77250,2014,11,Suicide,0,M,70,White,100,Home,HS/GED,
77251,2014,12,Homicide,0,M,21,White,100,Other unspecified,Some college,
77252,2014,12,Homicide,0,M,44,White,100,Home,Some college,
77253,2014,12,Suicide,0,M,50,White,100,Home,BA+,
77254,2014,8,Undetermined,0,F,33,White,100,Home,Some college,
77255,2014,11,Suicide,0,M,11,Black,100,Home,Less than HS,
77256,2014,11,Homicide,0,M,21,Black,100,Trade/service area,Less than HS,
77257,2014,12,Homicide,0,M,51,Black,100,Home,HS/GED,
77258,2014,12,Suicide,0,M,17,White,100,Home,Less than HS,
77259,2014,12,Suicide,0,M,56,White,100,Home,Less than HS,
77260,2014,12,Suicide,0,M,57,White,100,Trade/service area,Some college,
77261,2014,11,Suicide,0,M,26,Native American/Native Alaskan,100,Other unspecified,HS/GED,
77262,2014,11,Homicide,0,M,20,Black,100,Other specified,Less than HS,
77263,2014,12,Suicide,0,F,85,White,100,Home,Less than HS,
77264,2014,11,Suicide,0,F,53,White,100,Home,HS/GED,
77265,2014,12,Suicide,0,M,67,White,100,Home,Some college,
77266,2014,12,Suicide,0,F,76,White,100,Home,HS/GED,
77267,2014,11,Homicide,0,F,23,Black,100,Home,HS/GED,
77268,2014,12,Suicide,0,M,51,White,100,Home,Some college,
77269,2014,11,Suicide,0,M,32,White,100,Home,Some college,
77270,2014,12,Suicide,0,F,81,White,100,Home,NA,
77271,2014,11,Homicide,0,M,29,Black,100,Other unspecified,Less than HS,
77272,2014,12,Suicide,0,F,42,White,100,Home,Some college,
77273,2014,12,Homicide,0,M,25,Black,100,Trade/service area,HS/GED,
77274,2014,12,Homicide,0,M,38,Black,100,Trade/service area,HS/GED,
77275,2014,11,Suicide,0,M,22,White,100,Street,HS/GED,
77276,2014,12,Suicide,0,M,76,Asian/Pacific Islander,100,Home,Less than HS,
77277,2014,12,Homicide,0,M,32,Black,100,Home,HS/GED,
77278,2014,12,Accidental,0,M,57,White,100,Home,Some college,
77279,2014,9,Homicide,0,F,27,Black,100,Home,HS/GED,
77280,2014,12,Suicide,0,M,27,Hispanic,210,School/instiution,Some college,
77281,2014,11,Accidental,0,M,24,Black,100,Other unspecified,HS/GED,
77282,2014,9,Suicide,0,M,71,Black,100,Home,Less than HS,
77283,2014,12,Homicide,0,M,18,Black,100,Street,Less than HS,
77284,2014,12,Homicide,0,M,24,Black,100,Other specified,Less than HS,
77285,2014,12,Homicide,0,M,22,Black,100,Home,Less than HS,
77286,2014,12,Suicide,0,M,42,White,100,Home,HS/GED,
77287,2014,12,Homicide,0,M,24,Black,100,Residential institution,Less than HS,
77288,2014,12,Suicide,0,M,57,White,100,Home,Some college,
77289,2014,12,Homicide,0,M,27,Black,100,Home,Less than HS,
77290,2014,12,Suicide,0,F,60,White,100,Home,BA+,
77291,2014,12,Homicide,0,M,23,Black,100,Other specified,HS/GED,
77292,2014,12,Homicide,0,M,30,Black,100,Home,Less than HS,
77293,2014,12,Suicide,0,M,41,White,100,Home,HS/GED,
77294,2014,12,Suicide,0,M,59,Black,100,Home,Less than HS,
77295,2014,12,Homicide,0,M,21,Black,100,Home,Less than HS,
77296,2014,12,Suicide,0,M,74,White,100,Home,HS/GED,
77297,2014,12,Suicide,0,M,37,White,100,Home,Some college,
77298,2014,12,Suicide,0,M,50,White,100,Home,HS/GED,
77299,2014,12,Suicide,0,M,69,White,100,Home,HS/GED,
77300,2014,11,Suicide,0,M,75,White,100,Home,Some college,
77301,2014,11,Suicide,0,M,30,Black,100,Home,Less than HS,
77302,2014,12,Suicide,0,M,24,White,100,Home,Some college,
77303,2014,12,Homicide,0,M,21,Black,100,Other specified,HS/GED,
77304,2014,12,Homicide,0,M,23,Black,100,Street,HS/GED,
77305,2014,11,Homicide,0,M,20,Black,100,Home,Some college,
77306,2014,12,Suicide,0,M,19,White,100,Home,HS/GED,
77307,2014,11,Homicide,0,M,25,Black,100,Home,HS/GED,
77308,2014,12,Homicide,0,M,31,Black,100,Home,HS/GED,
77309,2014,4,Suicide,0,M,45,White,100,Home,Less than HS,
77310,2014,12,Suicide,0,M,27,White,100,School/instiution,Some college,
77311,2014,12,Homicide,0,F,4,Black,100,Home,Less than HS,
77312,2014,11,Homicide,0,F,2,Black,100,Home,Less than HS,
77313,2014,11,Suicide,0,M,47,Black,100,Other specified,Less than HS,
77314,2014,10,Suicide,0,M,32,Asian/Pacific Islander,100,Home,Some college,
77315,2014,12,Homicide,0,M,25,White,100,Home,HS/GED,
77316,2014,11,Suicide,0,M,49,White,100,Home,Less than HS,
77317,2014,12,Homicide,0,M,20,White,100,Home,HS/GED,
77318,2014,11,Homicide,0,M,17,Black,100,Home,Less than HS,
77319,2014,11,Homicide,0,M,35,Black,100,Home,Less than HS,
77320,2014,11,Accidental,0,M,36,Black,100,Home,HS/GED,
77321,2014,12,Suicide,0,M,30,Black,100,Home,BA+,
77322,2014,12,Suicide,0,M,27,Black,100,Home,Some college,
77323,2014,11,Homicide,0,M,19,Black,100,Other unspecified,HS/GED,
77324,2014,12,Homicide,0,M,25,Black,100,Street,Less than HS,
77325,2014,12,Homicide,0,M,29,Black,100,Home,Some college,
77326,2014,12,Homicide,0,M,36,Black,100,Other unspecified,NA,
77327,2014,12,Suicide,0,M,17,White,100,Home,Less than HS,
77328,2014,12,Homicide,0,M,25,Black,100,Other specified,Some college,
77329,2014,10,Homicide,0,M,51,Black,100,Home,HS/GED,
77330,2014,12,Suicide,0,M,85,White,100,Home,HS/GED,
77331,2014,12,Homicide,0,F,25,Black,100,Home,HS/GED,
77332,2014,12,Suicide,0,M,82,White,100,Home,HS/GED,
77333,2014,11,Suicide,0,M,52,Black,100,Home,BA+,
77334,2014,12,Homicide,0,M,51,White,100,Other unspecified,Some college,
77335,2014,12,Suicide,0,M,31,White,100,Home,Some college,
77336,2014,12,Suicide,0,M,48,Asian/Pacific Islander,100,Other unspecified,BA+,
77337,2014,12,Suicide,0,M,66,White,100,Home,Some college,
77338,2014,12,Homicide,0,M,25,Black,100,Other specified,Less than HS,
77339,2014,12,Homicide,1,M,44,Black,100,NA,HS/GED,
77340,2014,11,Suicide,0,M,34,White,100,Home,Less than HS,
77341,2014,12,Homicide,0,M,15,Black,100,Home,Less than HS,
77342,2014,10,Suicide,0,M,67,White,100,Home,HS/GED,
77343,2014,12,Homicide,0,M,34,Black,100,Trade/service area,HS/GED,
77344,2014,11,Homicide,0,M,42,Black,100,Street,NA,
77345,2014,12,Homicide,0,M,18,White,100,Street,Less than HS,
77346,2014,12,Homicide,0,M,24,Black,100,Home,Some college,
77347,2014,11,Homicide,0,M,21,Hispanic,210,Street,HS/GED,
77348,2014,1,Suicide,0,M,20,Black,100,Home,Less than HS,
77349,2014,9,Suicide,0,M,48,White,100,Home,HS/GED,
77350,2014,12,Homicide,0,M,51,Black,100,Home,HS/GED,
77351,2014,10,Homicide,0,M,29,Black,100,Home,HS/GED,
77352,2014,6,Suicide,0,M,35,White,100,Home,Some college,
77353,2014,9,Homicide,0,M,18,Black,100,Home,Less than HS,
77354,2014,12,Homicide,0,F,40,Black,100,Other specified,Some college,
77355,2014,11,Suicide,0,M,72,White,100,Home,Less than HS,
77356,2014,11,Suicide,0,F,50,White,100,Home,BA+,
77357,2014,5,Homicide,0,M,25,Black,100,Other unspecified,Some college,
77358,2014,8,Homicide,0,M,22,White,100,Home,HS/GED,
77359,2014,11,Suicide,0,M,46,White,100,Street,Less than HS,
77360,2014,12,Suicide,0,F,21,White,100,Home,HS/GED,
77361,2014,1,Homicide,0,M,88,Asian/Pacific Islander,100,Home,Less than HS,
77362,2014,1,Suicide,0,M,70,White,100,Home,Some college,
77363,2014,2,Suicide,0,M,71,White,100,Home,Some college,
77364,2014,2,Suicide,0,M,60,White,100,Other specified,BA+,
77365,2014,3,Suicide,0,F,44,Asian/Pacific Islander,100,Home,Some college,
77366,2014,4,Suicide,0,M,64,White,100,Home,HS/GED,
77367,2014,4,Suicide,0,M,36,Hispanic,260,Sports,HS/GED,
77368,2014,3,Suicide,0,M,48,White,100,Home,HS/GED,
77369,2014,4,Suicide,0,M,61,Asian/Pacific Islander,100,Home,Some college,
77370,2014,4,Suicide,0,M,21,Asian/Pacific Islander,100,Home,Some college,
77371,2014,4,Suicide,0,M,52,White,100,Trade/service area,Some college,
77372,2014,3,Homicide,0,M,37,Asian/Pacific Islander,100,Other unspecified,HS/GED,
77373,2014,5,Suicide,0,M,33,White,100,Home,Some college,
77374,2014,6,Suicide,0,M,65,White,100,Home,Some college,
77375,2014,6,Suicide,0,M,66,Asian/Pacific Islander,100,Home,BA+,
77376,2014,5,Suicide,0,M,71,White,100,Home,Less than HS,
77377,2014,6,Suicide,0,M,63,White,100,Home,Some college,
77378,2014,6,Suicide,0,M,31,White,100,Home,HS/GED,
77379,2014,6,Suicide,0,M,25,White,100,Other specified,Some college,
77380,2014,7,Suicide,0,M,77,White,100,Home,Some college,
77381,2014,7,Suicide,0,M,70,White,100,Home,Some college,
77382,2014,7,Homicide,0,M,52,White,100,Home,HS/GED,
77383,2014,8,Homicide,1,M,51,Asian/Pacific Islander,100,NA,HS/GED,
77384,2014,7,Homicide,0,M,52,White,100,Street,BA+,
77385,2014,8,Accidental,0,M,39,White,100,Home,BA+,
77386,2014,8,Suicide,0,M,71,White,100,Home,BA+,
77387,2014,8,Suicide,0,M,54,White,100,Other specified,HS/GED,
77388,2014,9,Suicide,0,M,70,White,100,Home,HS/GED,
77389,2014,9,Suicide,0,F,77,White,100,Home,BA+,
77390,2014,9,Suicide,0,F,75,White,100,Trade/service area,Some college,
77391,2014,5,Homicide,0,M,19,White,100,Other specified,Less than HS,
77392,2014,9,Suicide,0,M,24,White,100,Home,HS/GED,
77393,2014,9,Suicide,0,M,92,White,100,Home,BA+,
77394,2014,10,Suicide,0,M,42,Asian/Pacific Islander,100,Home,BA+,
77395,2014,10,Suicide,0,M,45,White,100,Home,BA+,
77396,2014,11,Suicide,0,M,33,White,100,Home,Some college,
77397,2014,11,Suicide,0,M,61,White,100,Home,Some college,
77398,2014,11,Suicide,0,M,89,White,100,Home,BA+,
77399,2014,11,Suicide,0,M,45,White,100,Home,Some college,
77400,2014,12,Suicide,0,M,37,Asian/Pacific Islander,100,Home,HS/GED,
77401,2014,12,Suicide,0,M,17,Hispanic,280,Home,Less than HS,
77402,2014,1,Suicide,0,M,30,White,100,Other specified,Some college,
77403,2014,1,Suicide,0,M,61,White,100,School/instiution,HS/GED,
77404,2014,1,Suicide,0,M,66,White,100,Home,Some college,
77405,2014,1,Suicide,0,F,24,White,100,Home,HS/GED,
77406,2014,1,Suicide,0,M,44,White,100,Home,HS/GED,
77407,2014,1,Suicide,0,F,45,White,100,Home,Some college,
77408,2014,1,Suicide,0,M,41,White,100,Home,BA+,
77409,2014,1,Suicide,0,M,60,White,100,Home,BA+,
77410,2014,1,Suicide,0,M,61,White,100,Home,BA+,
77411,2014,1,Suicide,0,M,82,White,100,Home,Less than HS,
77412,2014,1,Suicide,0,M,24,White,100,Home,HS/GED,
77413,2014,2,Homicide,0,M,31,Black,100,Other unspecified,Less than HS,
77414,2014,2,Suicide,0,F,49,White,100,Home,BA+,
77415,2014,1,Homicide,1,M,29,Hispanic,210,NA,HS/GED,
77416,2014,1,Suicide,0,M,69,White,100,Home,Less than HS,
77417,2014,2,Suicide,0,M,51,White,100,Other unspecified,Some college,
77418,2014,1,Suicide,0,M,47,White,100,Home,HS/GED,
77419,2014,1,Homicide,0,F,73,White,100,Home,Some college,
77420,2014,1,Homicide,0,F,41,White,100,Home,BA+,
77421,2014,2,Suicide,0,M,85,White,100,Home,Less than HS,
77422,2014,2,Suicide,0,M,22,White,100,Home,Some college,
77423,2014,1,Suicide,0,M,39,White,100,Home,BA+,
77424,2014,2,Homicide,0,F,52,White,100,Home,HS/GED,
77425,2014,2,Suicide,0,F,81,White,100,Home,HS/GED,
77426,2014,2,Suicide,0,M,57,White,100,Other specified,Some college,
77427,2014,2,Suicide,0,M,24,White,100,Home,HS/GED,
77428,2014,3,Suicide,0,M,28,White,100,Other unspecified,HS/GED,
77429,2014,2,Suicide,0,M,54,White,100,Home,BA+,
77430,2014,3,Suicide,0,M,29,White,100,Home,Some college,
77431,2014,2,Suicide,0,M,65,White,100,Trade/service area,BA+,
77432,2014,2,Suicide,0,M,33,White,100,Home,HS/GED,
77433,2014,3,Suicide,0,M,85,White,100,Home,HS/GED,
77434,2014,3,Suicide,0,M,25,White,100,Home,Some college,
77435,2014,2,Suicide,0,M,40,White,100,Home,HS/GED,
77436,2014,2,Suicide,0,M,54,White,100,Other specified,HS/GED,
77437,2014,2,Suicide,0,M,46,White,100,Home,Some college,
77438,2014,3,Suicide,0,M,71,White,100,Home,Less than HS,
77439,2014,4,Suicide,0,M,27,White,100,Other unspecified,Some college,
77440,2014,2,Suicide,0,M,20,White,100,Other unspecified,Some college,
77441,2014,4,Suicide,0,M,90,White,100,Other unspecified,HS/GED,
77442,2014,4,Suicide,0,M,75,White,100,Other unspecified,Less than HS,
77443,2014,4,Suicide,0,M,69,White,100,Other unspecified,BA+,
77444,2014,4,Suicide,0,M,61,White,100,Other unspecified,Some college,
77445,2014,4,Suicide,0,M,53,White,100,Other unspecified,HS/GED,
77446,2014,5,Suicide,0,M,56,White,100,Other unspecified,Less than HS,
77447,2014,3,Suicide,0,M,85,White,100,Other unspecified,Less than HS,
